YYMMDD,STN,TA_AVG,TA_MAX,TA_MIN,HM_AVG,RN_DAY,DATE
20220413,211,9.0,11.2,1,64.1,11.8,2022-04-13
20220413,212,9.2,13.7,1,76.9,19.4,2022-04-13
20220413,216,3.7,7.6,3,94.6,7.7,2022-04-13
20220413,217,8.3,12.7,1,71.0,8.8,2022-04-13
20220413,221,9.4,18.1,1,85.1,12.7,2022-04-13
20220413,226,13.0,17.9,1029,85.6,19.2,2022-04-13
20220413,232,11.9,16.2,132,97.6,16.4,2022-04-13
20220413,235,12.4,14.8,1335,91.1,5.5,2022-04-13
20220413,236,13.2,16.5,18,93.5,29.0,2022-04-13
20220413,238,14.1,20.2,1158,86.5,22.2,2022-04-13
20220413,239,12.9,17.3,1,92.0,19.0,2022-04-13
20220413,243,14.0,16.8,1006,94.6,14.1,2022-04-13
20220413,244,15.8,21.0,1150,84.5,23.5,2022-04-13
20220413,245,14.9,18.1,1133,90.3,37.8,2022-04-13
20220413,247,16.6,22.4,1348,78.8,3.7,2022-04-13
20220413,248,14.4,20.7,1241,86.5,15.9,2022-04-13
20220413,251,15.4,18.3,1129,90.4,3.8,2022-04-13
20220413,252,14.2,16.0,1516,93.5,7.6,2022-04-13
20220413,253,13.2,16.8,139,77.8,-9.0,2022-04-13
20220413,254,17.1,22.5,1126,83.8,9.3,2022-04-13
20220413,255,15.1,18.1,206,80.8,0.0,2022-04-13
20220413,257,13.0,17.0,58,80.8,-9.0,2022-04-13
20220413,258,15.4,19.2,1001,88.1,-9.0,2022-04-13
20220413,259,16.6,22.2,1133,85.0,0.0,2022-04-13
20220413,260,16.1,22.4,1044,84.4,-9.0,2022-04-13
20220413,261,15.0,19.5,1042,88.3,0.5,2022-04-13
20220413,262,14.7,19.3,910,84.5,0.1,2022-04-13
20220413,263,15.2,18.6,1111,66.1,-9.0,2022-04-13
20220413,264,14.5,22.3,1129,92.3,5.2,2022-04-13
20220413,266,15.3,18.7,959,83.9,0.0,2022-04-13
20220413,268,15.6,19.7,1129,90.3,1.7,2022-04-13
20220413,271,10.0,15.0,6,75.5,4.1,2022-04-13
20220413,272,11.4,20.5,1,81.1,12.2,2022-04-13
20220413,273,11.6,20.4,15,90.0,22.2,2022-04-13
20220413,276,9.4,13.9,1,82.4,5.3,2022-04-13
20220413,277,9.6,11.7,144,83.1,3.0,2022-04-13
20220413,278,11.8,15.4,445,81.6,8.7,2022-04-13
20220413,279,13.2,18.3,503,79.8,10.6,2022-04-13
20220413,281,11.4,14.2,1,75.6,0.0,2022-04-13
20220413,283,10.7,13.0,1,81.8,-9.0,2022-04-13
20220413,284,13.0,20.3,1042,88.1,5.2,2022-04-13
20220413,285,14.4,19.2,931,82.0,-9.0,2022-04-13
20220413,288,14.1,17.7,359,71.9,0.0,2022-04-13
20220413,289,14.4,21.5,1024,88.0,0.5,2022-04-13
20220413,294,13.8,17.5,231,78.8,-9.0,2022-04-13
20220413,295,15.2,18.8,1257,82.4,-9.0,2022-04-13
20220422,90,19.2,23.3,1217,50.0,-9.0,2022-04-22
20220422,93,14.7,16.6,1305,74.3,-9.0,2022-04-22
20220422,95,13.9,15.3,1,85.8,0.0,2022-04-22
20220422,98,13.9,15.6,1356,79.4,-9.0,2022-04-22
20220422,99,13.2,14.6,1028,83.8,0.0,2022-04-22
20220422,100,12.4,16.0,1441,72.0,-9.0,2022-04-22
20220422,101,16.1,17.4,1308,65.8,-9.0,2022-04-22
20220422,102,10.8,15.0,1048,82.5,-9.0,2022-04-22
20220422,104,19.5,23.3,1430,50.3,-9.0,2022-04-22
20220422,105,21.1,24.9,1441,49.0,-9.0,2022-04-22
20220422,106,21.2,26.3,1543,45.8,-9.0,2022-04-22
20220422,108,15.0,16.8,929,76.8,-9.0,2022-04-22
20220422,112,12.5,14.4,855,80.5,-9.0,2022-04-22
20220422,114,16.6,19.8,1422,61.0,-9.0,2022-04-22
20220422,115,16.5,19.8,1448,66.9,-9.0,2022-04-22
20220422,119,15.1,19.0,1232,75.1,-9.0,2022-04-22
20220422,121,16.0,22.5,1404,60.9,-9.0,2022-04-22
20220422,127,15.7,23.1,1542,66.6,-9.0,2022-04-22
20220422,129,13.5,18.1,1145,85.4,-9.0,2022-04-22
20220422,130,21.0,28.1,1412,45.5,-9.0,2022-04-22
20220422,131,17.5,24.2,1257,59.1,-9.0,2022-04-22
20220422,133,16.7,23.6,1238,64.1,-9.0,2022-04-22
20220422,135,15.9,24.7,1419,62.1,-9.0,2022-04-22
20220422,136,17.3,26.1,1534,60.8,-9.0,2022-04-22
20220422,137,16.9,26.8,1313,63.9,-9.0,2022-04-22
20220422,138,20.5,28.1,1545,53.0,-9.0,2022-04-22
20220422,140,15.5,23.5,1233,74.6,-9.0,2022-04-22
20220422,143,19.0,28.5,1604,64.0,-9.0,2022-04-22
20220422,146,17.4,26.4,1414,67.6,-9.0,2022-04-22
20220422,152,18.1,25.3,1507,61.8,-9.0,2022-04-22
20220422,155,15.6,22.6,1410,70.3,-9.0,2022-04-22
20220422,156,17.6,25.7,1341,74.4,-9.0,2022-04-22
20220422,159,16.0,19.6,1413,74.6,-9.0,2022-04-22
20220422,162,16.1,20.3,1251,77.5,-9.0,2022-04-22
20220422,165,16.2,22.9,1421,77.5,0.0,2022-04-22
20220422,168,15.4,19.4,1637,74.8,-9.0,2022-04-22
20220422,169,13.1,16.9,1143,91.4,-9.0,2022-04-22
20220422,170,16.3,23.4,1405,77.8,-9.0,2022-04-22
20220422,172,16.9,24.2,1233,57.8,0.1,2022-04-22
20220422,174,14.9,23.9,1255,77.9,-9.0,2022-04-22
20220422,177,15.0,20.4,1117,77.8,-9.0,2022-04-22
20220422,181,16.3,23.6,1227,69.1,-9.0,2022-04-22
20220422,184,17.2,22.9,1424,70.9,-9.0,2022-04-22
20220422,185,15.9,19.1,1229,89.5,0.0,2022-04-22
20220422,188,17.2,22.2,1304,75.6,-9.0,2022-04-22
20220422,189,17.7,21.5,1241,75.9,-9.0,2022-04-22
20220422,192,16.4,23.4,1419,74.0,-9.0,2022-04-22
20220422,201,12.5,14.3,805,88.6,-9.0,2022-04-22
20220422,202,15.1,18.9,1229,74.4,-9.0,2022-04-22
20220422,203,15.4,21.3,1319,73.1,-9.0,2022-04-22
20220422,211,15.4,16.7,1712,65.0,-9.0,2022-04-22
20220422,212,15.8,18.9,1602,66.0,-9.0,2022-04-22
20220422,216,15.6,20.2,1603,59.1,-9.0,2022-04-22
20220422,217,16.4,20.1,1529,50.9,-9.0,2022-04-22
20220422,221,15.1,21.5,1553,66.9,-9.0,2022-04-22
20220422,226,14.8,24.0,1235,71.8,-9.0,2022-04-22
20220422,232,15.5,22.6,1510,75.3,-9.0,2022-04-22
20220422,235,14.2,19.6,1208,78.5,-9.0,2022-04-22
20220422,236,14.6,23.7,1300,81.0,-9.0,2022-04-22
20220422,238,15.7,25.2,1353,69.5,-9.0,2022-04-22
20220422,239,16.5,24.3,1331,68.9,-9.0,2022-04-22
20220422,243,17.2,25.8,1324,68.5,-9.0,2022-04-22
20220422,244,15.6,24.9,1408,71.3,-9.0,2022-04-22
20220422,245,17.1,25.3,1403,66.5,-9.0,2022-04-22
20220422,247,15.7,25.6,1516,73.4,-9.0,2022-04-22
20220422,248,15.3,23.9,1519,68.0,-9.0,2022-04-22
20220422,251,17.5,25.3,1338,67.1,0.0,2022-04-22
20220422,252,16.7,23.7,1237,69.9,-9.0,2022-04-22
20220422,253,15.9,22.7,1308,72.6,-9.0,2022-04-22
20220422,254,15.6,24.8,1413,74.3,-9.0,2022-04-22
20220422,255,17.0,24.5,1322,73.6,-9.0,2022-04-22
20220422,257,16.8,23.2,1504,74.6,-9.0,2022-04-22
20220422,258,15.3,23.1,1516,76.6,-9.0,2022-04-22
20220422,259,15.5,23.8,1435,78.3,-9.0,2022-04-22
20220422,260,15.4,24.1,1234,76.6,-9.0,2022-04-22
20220422,261,15.3,22.3,1242,76.6,0.0,2022-04-22
20220422,262,15.0,21.6,1302,74.0,-9.0,2022-04-22
20220422,263,17.4,24.8,1407,67.3,-9.0,2022-04-22
20220422,264,17.1,26.5,1519,66.3,-9.0,2022-04-22
20220422,266,16.5,23.8,1347,72.1,-9.0,2022-04-22
20220422,268,16.1,21.1,1106,78.0,-9.0,2022-04-22
20220422,271,15.3,22.7,1525,65.1,-9.0,2022-04-22
20220422,272,15.4,24.3,1546,67.3,-9.0,2022-04-22
20220422,273,16.5,24.7,1304,66.0,-9.0,2022-04-22
20220422,276,16.5,26.0,1508,60.8,-9.0,2022-04-22
20220422,277,20.8,27.4,1505,47.4,-9.0,2022-04-22
20220422,278,16.8,27.6,1602,64.9,-9.0,2022-04-22
20220422,279,17.8,27.8,1456,62.0,-9.0,2022-04-22
20220422,281,17.3,27.2,1535,62.9,-9.0,2022-04-22
20220422,283,18.5,27.5,1445,58.8,-9.0,2022-04-22
20220422,284,16.2,26.1,1406,69.1,-9.0,2022-04-22
20220422,285,17.6,26.1,1421,65.0,-9.0,2022-04-22
20220422,288,17.0,25.0,1418,66.4,-9.0,2022-04-22
20220422,289,15.3,24.8,1414,76.6,-9.0,2022-04-22
20220422,294,16.0,20.9,1251,72.6,0.1,2022-04-22
20220422,295,16.4,22.2,1302,69.9,-9.0,2022-04-22
20220423,90,14.5,18.4,1057,67.4,-9.0,2022-04-23
20220423,93,15.3,24.5,1630,62.0,-9.0,2022-04-23
20220423,95,14.3,24.8,1653,67.4,-9.0,2022-04-23
20220423,98,16.1,25.3,1432,60.1,-9.0,2022-04-23
20220423,99,15.0,24.4,1629,69.9,-9.0,2022-04-23
20220423,100,11.7,17.6,1449,63.0,-9.0,2022-04-23
20220423,101,16.1,25.4,1522,60.8,-9.0,2022-04-23
20220423,102,10.7,17.0,1554,69.6,-9.0,2022-04-23
20220423,104,14.5,18.7,1506,66.8,-9.0,2022-04-23
20220423,105,16.7,20.2,1459,60.3,-9.0,2022-04-23
20220423,106,15.4,20.0,1,66.0,-9.0,2022-04-23
20220423,108,17.7,25.3,1555,57.3,-9.0,2022-04-23
20220423,112,14.7,21.6,1653,71.1,-9.0,2022-04-23
20220423,114,16.7,23.8,1641,56.5,-9.0,2022-04-23
20220423,115,14.2,17.4,206,64.5,-9.0,2022-04-23
20220423,119,16.3,25.2,1527,61.8,-9.0,2022-04-23
20220423,121,17.1,24.9,1615,50.4,-9.0,2022-04-23
20220423,127,17.0,24.4,1555,58.4,-9.0,2022-04-23
20220423,129,15.1,24.9,1619,72.5,-9.0,2022-04-23
20220423,130,15.3,21.0,1,68.8,-9.0,2022-04-23
20220423,131,18.6,25.2,1618,54.6,-9.0,2022-04-23
20220423,133,18.9,26.1,1613,55.3,-9.0,2022-04-23
20220423,135,17.9,24.2,1522,56.6,-9.0,2022-04-23
20220423,136,17.6,25.7,1557,56.1,-9.0,2022-04-23
20220423,137,18.8,26.1,1544,53.9,-9.0,2022-04-23
20220423,138,16.7,20.6,1,71.0,-9.0,2022-04-23
20220423,140,15.9,22.2,1308,79.3,-9.0,2022-04-23
20220423,143,19.1,25.9,1344,58.9,-9.0,2022-04-23
20220423,146,18.2,25.9,1502,69.6,0.3,2022-04-23
20220423,152,17.1,20.3,901,61.0,-9.0,2022-04-23
20220423,155,16.7,21.5,1146,64.3,-9.0,2022-04-23
20220423,156,19.5,26.7,1501,75.0,-9.0,2022-04-23
20220423,159,17.3,20.4,1351,65.1,-9.0,2022-04-23
20220423,162,17.1,21.9,1153,72.4,-9.0,2022-04-23
20220423,165,17.1,22.2,1337,82.4,0.4,2022-04-23
20220423,168,16.7,19.2,1234,73.0,-9.0,2022-04-23
20220423,169,13.4,16.5,1343,95.0,-9.0,2022-04-23
20220423,170,17.5,22.6,1212,82.9,-9.0,2022-04-23
20220423,172,17.8,25.4,1404,65.3,0.2,2022-04-23
20220423,174,17.3,23.9,1312,75.9,-9.0,2022-04-23
20220423,177,16.1,24.1,1725,68.8,-9.0,2022-04-23
20220423,181,16.7,24.8,1636,62.3,-9.0,2022-04-23
20220423,184,18.0,21.5,1527,90.5,-9.0,2022-04-23
20220423,185,17.6,21.3,1251,96.6,1.4,2022-04-23
20220423,188,17.2,19.0,1144,92.8,-9.0,2022-04-23
20220423,189,18.4,20.5,1212,95.5,1.7,2022-04-23
20220423,192,17.2,23.2,1238,73.9,-9.0,2022-04-23
20220423,201,14.7,22.7,1604,69.0,-9.0,2022-04-23
20220423,202,16.1,23.8,1541,62.1,-9.0,2022-04-23
20220423,203,16.3,24.3,1601,59.3,-9.0,2022-04-23
20220423,211,15.7,25.2,1526,53.8,-9.0,2022-04-23
20220423,212,16.1,25.0,1529,58.6,-9.0,2022-04-23
20220423,216,14.4,19.4,1441,57.8,-9.0,2022-04-23
20220423,217,16.5,24.7,1549,43.4,-9.0,2022-04-23
20220423,221,15.3,23.5,1534,57.5,-9.0,2022-04-23
20220423,226,17.2,25.5,1518,58.1,-9.0,2022-04-23
20220423,232,16.3,24.4,1549,63.3,-9.0,2022-04-23
20220423,235,14.6,20.9,1503,80.1,0.1,2022-04-23
20220423,236,17.9,25.0,1544,65.0,-9.0,2022-04-23
20220423,238,18.0,25.6,1535,58.6,-9.0,2022-04-23
20220423,239,18.0,24.8,1621,62.3,-9.0,2022-04-23
20220423,243,15.9,22.7,1257,80.6,-9.0,2022-04-23
20220423,244,17.8,25.4,1354,71.3,0.1,2022-04-23
20220423,245,16.8,24.9,1620,76.8,0.1,2022-04-23
20220423,247,18.5,26.0,1434,71.8,0.1,2022-04-23
20220423,248,17.3,24.9,1442,68.1,-9.0,2022-04-23
20220423,251,17.2,24.7,1615,78.0,0.0,2022-04-23
20220423,252,16.5,23.9,1305,80.0,0.0,2022-04-23
20220423,253,17.1,21.3,1428,64.0,-9.0,2022-04-23
20220423,254,18.8,27.2,1507,69.9,-9.0,2022-04-23
20220423,255,18.3,24.3,1259,67.4,-9.0,2022-04-23
20220423,257,17.2,23.1,1434,68.0,-9.0,2022-04-23
20220423,258,18.0,23.0,1352,75.4,-9.0,2022-04-23
20220423,259,18.4,23.8,1304,76.5,-9.0,2022-04-23
20220423,260,18.0,23.3,1337,75.8,-9.0,2022-04-23
20220423,261,17.0,23.3,1339,81.3,0.1,2022-04-23
20220423,262,17.1,21.8,1243,76.0,-9.0,2022-04-23
20220423,263,17.3,24.9,1437,69.4,-9.0,2022-04-23
20220423,264,18.4,25.6,1340,65.4,-9.0,2022-04-23
20220423,266,17.3,22.7,1518,73.1,-9.0,2022-04-23
20220423,268,17.1,22.6,1319,84.0,-9.0,2022-04-23
20220423,271,15.8,23.4,1439,62.3,-9.0,2022-04-23
20220423,272,17.1,24.1,1533,56.9,-9.0,2022-04-23
20220423,273,17.5,25.0,1500,57.8,-9.0,2022-04-23
20220423,276,16.2,23.5,1251,61.5,-9.0,2022-04-23
20220423,277,15.8,20.6,1128,66.3,-9.0,2022-04-23
20220423,278,18.5,26.5,1458,59.4,-9.0,2022-04-23
20220423,279,19.5,25.8,1534,53.0,-9.0,2022-04-23
20220423,281,17.3,22.3,1330,60.8,-9.0,2022-04-23
20220423,283,17.9,23.4,1405,58.9,-9.0,2022-04-23
20220423,284,17.7,25.5,1444,65.3,-9.0,2022-04-23
20220423,285,18.2,26.2,1424,62.8,-9.0,2022-04-23
20220423,288,17.9,25.1,1433,62.9,-9.0,2022-04-23
20220423,289,17.7,24.4,1409,70.8,-9.0,2022-04-23
20220423,294,16.8,20.7,1211,70.3,-9.0,2022-04-23
20220423,295,17.2,21.1,1235,73.6,-9.0,2022-04-23
20220424,90,20.5,25.6,1902,44.5,-9.0,2022-04-24
20220424,93,16.4,26.0,1507,61.5,-9.0,2022-04-24
20220424,95,16.3,23.4,1446,77.8,-9.0,2022-04-24
20220424,98,17.3,25.2,1432,73.0,-9.0,2022-04-24
20220424,99,15.1,21.8,1417,84.9,0.1,2022-04-24
20220424,100,16.4,24.0,1427,49.3,-9.0,2022-04-24
20220424,101,17.6,26.2,1447,57.6,-9.0,2022-04-24
20220424,102,10.3,12.5,1405,96.1,-9.0,2022-04-24
20220424,104,21.8,25.9,1634,40.9,-9.0,2022-04-24
20220424,105,24.1,29.3,1713,38.0,-9.0,2022-04-24
20220424,106,18.8,24.1,1313,57.9,-9.0,2022-04-24
20220424,108,18.5,24.5,1418,72.5,0.3,2022-04-24
20220424,112,15.5,19.8,1345,80.3,0.1,2022-04-24
20220424,114,18.1,25.0,1548,53.3,-9.0,2022-04-24
20220424,115,16.9,21.3,1636,75.1,-9.0,2022-04-24
20220424,119,17.6,24.6,1334,75.0,0.0,2022-04-24
20220424,121,17.5,27.2,1408,50.9,-9.0,2022-04-24
20220424,127,18.2,26.5,1532,63.3,-9.0,2022-04-24
20220424,129,16.5,21.8,1259,83.9,-9.0,2022-04-24
20220424,130,18.6,23.1,855,59.5,-9.0,2022-04-24
20220424,131,19.7,27.7,1602,58.9,-9.0,2022-04-24
20220424,133,19.7,26.9,1435,64.5,-9.0,2022-04-24
20220424,135,18.4,26.5,1524,61.3,-9.0,2022-04-24
20220424,136,18.7,28.0,1644,53.4,-9.0,2022-04-24
20220424,137,20.0,28.8,1521,58.0,-9.0,2022-04-24
20220424,138,21.8,30.4,1626,50.3,-9.0,2022-04-24
20220424,140,16.3,21.2,1056,85.5,-9.0,2022-04-24
20220424,143,22.0,29.9,1623,52.4,-9.0,2022-04-24
20220424,146,18.8,26.0,1349,73.1,-9.0,2022-04-24
20220424,152,18.1,25.3,1111,70.1,-9.0,2022-04-24
20220424,155,19.2,27.0,1254,63.8,-9.0,2022-04-24
20220424,156,20.7,28.2,1422,75.8,-9.0,2022-04-24
20220424,159,17.7,23.0,1256,77.0,-9.0,2022-04-24
20220424,162,17.3,21.9,1450,81.6,-9.0,2022-04-24
20220424,165,17.8,21.8,1406,83.9,-9.0,2022-04-24
20220424,168,18.6,22.8,1242,74.9,-9.0,2022-04-24
20220424,169,13.1,17.7,1429,97.3,-9.0,2022-04-24
20220424,170,19.9,26.4,1413,75.1,-9.0,2022-04-24
20220424,172,18.2,23.9,1147,67.3,-9.0,2022-04-24
20220424,174,20.1,28.0,1540,68.8,0.0,2022-04-24
20220424,177,17.9,24.1,1352,78.0,-9.0,2022-04-24
20220424,181,18.2,27.6,1634,66.3,-9.0,2022-04-24
20220424,184,17.7,21.5,1700,92.1,-9.0,2022-04-24
20220424,185,17.5,20.6,953,95.4,-9.0,2022-04-24
20220424,188,17.6,21.8,1303,88.3,-9.0,2022-04-24
20220424,189,18.8,21.6,1232,91.1,-9.0,2022-04-24
20220424,192,19.3,27.8,1443,71.5,-9.0,2022-04-24
20220424,201,14.4,18.6,1529,93.9,1.5,2022-04-24
20220424,202,17.5,25.6,1535,64.0,-9.0,2022-04-24
20220424,203,18.2,27.3,1511,67.0,-9.0,2022-04-24
20220424,211,16.8,25.5,1539,57.1,-9.0,2022-04-24
20220424,212,16.6,25.6,1508,57.6,-9.0,2022-04-24
20220424,216,17.7,25.6,1320,45.0,-9.0,2022-04-24
20220424,217,17.4,27.1,1555,51.1,-9.0,2022-04-24
20220424,221,16.5,25.5,1611,61.5,-9.0,2022-04-24
20220424,226,18.1,26.2,1624,67.3,-9.0,2022-04-24
20220424,232,17.6,26.7,1546,72.0,-9.0,2022-04-24
20220424,235,16.2,20.1,1157,83.4,-9.0,2022-04-24
20220424,236,17.9,26.1,1349,76.3,-9.0,2022-04-24
20220424,238,18.2,26.3,1449,68.0,-9.0,2022-04-24
20220424,239,18.9,27.6,1544,67.9,-9.0,2022-04-24
20220424,243,17.1,22.5,1103,82.5,-9.0,2022-04-24
20220424,244,18.7,26.3,1457,69.5,-9.0,2022-04-24
20220424,245,18.1,23.9,1149,74.4,-9.0,2022-04-24
20220424,247,19.1,27.4,1545,69.5,-9.0,2022-04-24
20220424,248,16.9,25.7,1437,73.8,-9.0,2022-04-24
20220424,251,18.5,24.9,1258,76.0,-9.0,2022-04-24
20220424,252,17.6,22.3,1100,79.6,-9.0,2022-04-24
20220424,253,19.4,26.8,1234,65.8,-9.0,2022-04-24
20220424,254,19.8,27.5,1403,69.9,-9.0,2022-04-24
20220424,255,21.0,29.8,1419,63.9,-9.0,2022-04-24
20220424,257,20.1,28.0,1420,68.9,-9.0,2022-04-24
20220424,258,20.4,27.5,1437,73.0,-9.0,2022-04-24
20220424,259,20.3,27.7,1416,72.6,-9.0,2022-04-24
20220424,260,20.0,27.5,1436,72.4,-9.0,2022-04-24
20220424,261,18.1,25.4,1346,79.8,-9.0,2022-04-24
20220424,262,19.5,25.8,1420,72.3,-9.0,2022-04-24
20220424,263,20.6,30.0,1516,62.0,-9.0,2022-04-24
20220424,264,19.1,28.6,1518,62.1,-9.0,2022-04-24
20220424,266,21.3,28.1,1457,63.6,-9.0,2022-04-24
20220424,268,18.1,23.5,1152,82.6,-9.0,2022-04-24
20220424,271,16.6,26.4,1610,60.0,-9.0,2022-04-24
20220424,272,18.4,27.1,1435,56.4,-9.0,2022-04-24
20220424,273,19.1,27.5,1554,62.0,-9.0,2022-04-24
20220424,276,16.8,28.2,1538,57.8,-9.0,2022-04-24
20220424,277,19.9,29.0,1450,51.4,-9.0,2022-04-24
20220424,278,18.0,28.8,1540,60.9,-9.0,2022-04-24
20220424,279,20.7,29.6,1508,53.3,-9.0,2022-04-24
20220424,281,19.4,29.2,1530,53.9,-9.0,2022-04-24
20220424,283,19.6,30.8,1602,59.9,-9.0,2022-04-24
20220424,284,18.8,29.6,1455,62.4,-9.0,2022-04-24
20220424,285,20.4,30.3,1518,58.3,-9.0,2022-04-24
20220424,288,21.2,30.7,1547,54.6,-9.0,2022-04-24
20220424,289,19.7,29.4,1609,63.4,-9.0,2022-04-24
20220424,294,18.8,25.6,1332,73.4,-9.0,2022-04-24
20220424,295,19.6,27.2,1506,69.9,-9.0,2022-04-24
20220528,90,26.5,33.5,1334,32.5,-9.0,2022-05-28
20220528,93,20.0,30.1,1618,62.5,-9.0,2022-05-28
20220528,95,19.4,29.0,1510,67.3,-9.0,2022-05-28
20220528,98,19.9,29.8,1404,61.3,-9.0,2022-05-28
20220528,99,18.9,28.1,1411,77.1,-9.0,2022-05-28
20220528,100,17.9,25.5,1409,54.4,-9.0,2022-05-28
20220528,101,21.0,30.2,1617,60.1,-9.0,2022-05-28
20220528,102,16.7,21.8,1520,86.5,-9.0,2022-05-28
20220528,104,24.8,32.7,1405,37.8,-9.0,2022-05-28
20220528,105,26.9,33.4,1414,32.6,-9.0,2022-05-28
20220528,106,25.6,32.7,1357,33.4,-9.0,2022-05-28
20220528,108,22.3,29.3,1426,54.1,-9.0,2022-05-28
20220528,112,19.8,25.2,1432,69.3,-9.0,2022-05-28
20220528,114,21.2,29.5,1523,49.0,-9.0,2022-05-28
20220528,115,23.6,29.4,1548,43.3,-9.0,2022-05-28
20220528,119,21.5,29.0,1345,55.4,-9.0,2022-05-28
20220528,121,20.2,29.8,1347,56.8,-9.0,2022-05-28
20220528,127,20.3,29.2,1536,55.3,-9.0,2022-05-28
20220528,129,20.3,24.7,1317,73.8,-9.0,2022-05-28
20220528,130,26.0,32.5,1612,33.9,-9.0,2022-05-28
20220528,131,23.0,29.7,1519,41.8,-9.0,2022-05-28
20220528,133,23.1,29.9,1548,42.8,-9.0,2022-05-28
20220528,135,20.5,28.6,1446,42.8,-9.0,2022-05-28
20220528,136,21.9,29.3,1543,46.9,-9.0,2022-05-28
20220528,137,22.5,30.4,1527,43.6,-9.0,2022-05-28
20220528,138,26.0,32.7,1517,33.4,-9.0,2022-05-28
20220528,140,21.4,27.1,1659,58.8,-9.0,2022-05-28
20220528,143,24.9,33.0,1510,39.0,-9.0,2022-05-28
20220528,146,22.7,29.6,1637,45.8,-9.0,2022-05-28
20220528,152,24.8,31.7,1405,32.0,-9.0,2022-05-28
20220528,155,22.2,30.0,1341,46.0,-9.0,2022-05-28
20220528,156,22.3,29.7,1620,61.1,-9.0,2022-05-28
20220528,159,22.6,27.0,1149,48.4,-9.0,2022-05-28
20220528,162,20.6,25.8,1138,62.1,-9.0,2022-05-28
20220528,165,20.8,26.8,1151,69.5,-9.0,2022-05-28
20220528,168,21.2,26.5,1109,59.9,-9.0,2022-05-28
20220528,169,19.7,24.3,420,72.1,-9.0,2022-05-28
20220528,170,22.2,28.5,1353,56.6,-9.0,2022-05-28
20220528,172,21.7,29.1,1303,54.5,-9.0,2022-05-28
20220528,174,19.3,30.1,1519,57.5,-9.0,2022-05-28
20220528,177,21.6,28.1,1414,59.0,-9.0,2022-05-28
20220528,181,21.3,29.4,1619,53.4,-9.0,2022-05-28
20220528,184,21.9,24.8,826,60.8,-9.0,2022-05-28
20220528,185,19.5,22.1,1050,95.4,-9.0,2022-05-28
20220528,188,20.7,28.6,1224,64.1,-9.0,2022-05-28
20220528,189,21.1,25.8,1253,64.9,-9.0,2022-05-28
20220528,192,21.3,31.1,1433,51.9,-9.0,2022-05-28
20220528,201,19.2,24.7,1223,82.0,-9.0,2022-05-28
20220528,202,20.5,29.8,1509,64.0,-9.0,2022-05-28
20220528,203,21.0,30.3,1434,58.0,-9.0,2022-05-28
20220528,211,19.9,28.7,1608,60.6,-9.0,2022-05-28
20220528,212,20.1,30.2,1602,61.0,-9.0,2022-05-28
20220528,216,19.4,27.1,1512,49.1,-9.0,2022-05-28
20220528,217,20.2,29.8,1523,48.6,-9.0,2022-05-28
20220528,221,19.0,27.9,1451,61.8,-9.0,2022-05-28
20220528,226,19.3,28.5,1542,59.3,-9.0,2022-05-28
20220528,232,19.6,28.9,1542,62.9,-9.0,2022-05-28
20220528,235,21.1,26.2,1350,61.4,-9.0,2022-05-28
20220528,236,21.3,28.9,1440,58.5,-9.0,2022-05-28
20220528,238,20.1,28.8,1500,52.0,-9.0,2022-05-28
20220528,239,22.1,29.1,1519,47.0,-9.0,2022-05-28
20220528,243,22.7,29.8,1332,48.0,-9.0,2022-05-28
20220528,244,19.1,29.0,1525,57.0,-9.0,2022-05-28
20220528,245,22.3,29.1,1538,46.5,-9.0,2022-05-28
20220528,247,20.7,29.6,1605,51.9,-9.0,2022-05-28
20220528,248,18.6,27.6,1504,53.6,-9.0,2022-05-28
20220528,251,21.2,29.7,1315,49.4,-9.0,2022-05-28
20220528,252,21.7,28.7,1540,58.1,-9.0,2022-05-28
20220528,253,23.3,30.4,1427,40.0,-9.0,2022-05-28
20220528,254,21.1,29.5,1551,58.9,-9.0,2022-05-28
20220528,255,23.3,30.5,1421,43.8,-9.0,2022-05-28
20220528,257,23.2,32.2,1436,43.5,-9.0,2022-05-28
20220528,258,20.9,29.2,1251,62.8,-9.0,2022-05-28
20220528,259,20.7,29.2,1220,67.5,-9.0,2022-05-28
20220528,260,20.4,29.4,1228,63.8,-9.0,2022-05-28
20220528,261,20.3,28.0,1152,72.3,-9.0,2022-05-28
20220528,262,20.4,28.2,1236,57.5,-9.0,2022-05-28
20220528,263,22.6,32.0,1549,44.1,-9.0,2022-05-28
20220528,264,21.5,30.1,1440,45.3,-9.0,2022-05-28
20220528,266,22.4,30.7,1410,49.5,-9.0,2022-05-28
20220528,268,19.5,27.5,1330,75.8,-9.0,2022-05-28
20220528,271,18.7,27.8,1619,61.1,-9.0,2022-05-28
20220528,272,20.1,29.7,1550,56.3,-9.0,2022-05-28
20220528,273,21.0,29.6,1520,50.6,-9.0,2022-05-28
20220528,276,19.8,29.8,1714,46.3,-9.0,2022-05-28
20220528,277,24.5,30.6,1634,36.5,-9.0,2022-05-28
20220528,278,20.6,30.4,1618,53.0,-9.0,2022-05-28
20220528,279,22.9,31.6,1343,39.6,-9.0,2022-05-28
20220528,281,22.8,31.6,1509,42.6,-9.0,2022-05-28
20220528,283,24.1,33.5,1558,39.9,-9.0,2022-05-28
20220528,284,20.2,30.6,1532,48.9,-9.0,2022-05-28
